source,target,editDistance
hVSMC-0021,hVSMC-0668,7
hVSMC-0021,hVSMC-0400,7
hVSMC-0021,hVSMC-0383,2
hVSMC-0021,hVSMC-0372,6
hVSMC-0021,hVSMC-0328,2
hVSMC-0021,hVSMC-0327,2
hVSMC-0021,hVSMC-0312,2
hVSMC-0021,hVSMC-0296,6
hVSMC-0021,hVSMC-0272,2
hVSMC-0021,hVSMC-0249,3
hVSMC-0021,hVSMC-0242,2
hVSMC-0021,hVSMC-0238,2
hVSMC-0021,hVSMC-0204,7
hVSMC-0021,hVSMC-0203,4
hVSMC-0021,hVSMC-0202,2
hVSMC-0021,hVSMC-0201,2
hVSMC-0021,hVSMC-0199,3
hVSMC-0021,hVSMC-0191,1
hVSMC-0021,hVSMC-0182,5
hVSMC-0021,hVSMC-0176,7
hVSMC-0021,hVSMC-0163,6
hVSMC-0021,hVSMC-0160,7
hVSMC-0021,hVSMC-0156,7
hVSMC-0021,hVSMC-0152,2
hVSMC-0021,hVSMC-0148,5
hVSMC-0021,hVSMC-0146,2
hVSMC-0021,hVSMC-0145,7
hVSMC-0021,hVSMC-0141,7
hVSMC-0021,hVSMC-0137,2
hVSMC-0021,hVSMC-0133,2
hVSMC-0021,hVSMC-0131,2
hVSMC-0021,hVSMC-0123,2
hVSMC-0021,hVSMC-0121,5
hVSMC-0021,hVSMC-0111,2
hVSMC-0021,hVSMC-0110,2
hVSMC-0021,hVSMC-0107,7
hVSMC-0021,hVSMC-0103,7
hVSMC-0021,hVSMC-0101,2
hVSMC-0021,hVSMC-0097,5
hVSMC-0021,hVSMC-0090,1
hVSMC-0021,hVSMC-0089,2
hVSMC-0021,hVSMC-0088,2
hVSMC-0021,hVSMC-0086,7
hVSMC-0021,hVSMC-0083,6
hVSMC-0021,hVSMC-0082,6
hVSMC-0021,hVSMC-0077,2
hVSMC-0021,hVSMC-0076,7
hVSMC-0021,hVSMC-0074,7
hVSMC-0021,hVSMC-0073,2
hVSMC-0021,hVSMC-0072,7
hVSMC-0021,hVSMC-0070,6
hVSMC-0021,hVSMC-0068,6
hVSMC-0021,hVSMC-0067,6
hVSMC-0021,hVSMC-0065,2
hVSMC-0021,hVSMC-0064,7
hVSMC-0021,hVSMC-0061,6
hVSMC-0021,hVSMC-0060,6
hVSMC-0021,hVSMC-0058,7
hVSMC-0021,hVSMC-0056,2
hVSMC-0021,hVSMC-0055,7
hVSMC-0021,hVSMC-0053,2
hVSMC-0021,hVSMC-0052,6
hVSMC-0021,hVSMC-0051,6
hVSMC-0021,hVSMC-0046,6
hVSMC-0021,hVSMC-0044,2
hVSMC-0021,hVSMC-0042,4
hVSMC-0021,hVSMC-0041,2
hVSMC-0021,hVSMC-0040,5
hVSMC-0021,hVSMC-0038,7
hVSMC-0021,hVSMC-0035,6
hVSMC-0021,hVSMC-0031,6
hVSMC-0021,hVSMC-0030,2
hVSMC-0021,hVSMC-0028,2
hVSMC-0021,hVSMC-0026,6
hVSMC-0021,hVSMC-0025,6
hVSMC-0021,hVSMC-0024,2
hVSMC-0021,hVSMC-0022,2
hVSMC-0019,hVSMC-1995,14
hVSMC-0019,hVSMC-1303,12
hVSMC-0019,hVSMC-1100,16
hVSMC-0019,hVSMC-0970,14
hVSMC-0019,hVSMC-0946,14
hVSMC-0019,hVSMC-0773,12
hVSMC-0019,hVSMC-0725,11
hVSMC-0019,hVSMC-0668,8
hVSMC-0019,hVSMC-0400,9
hVSMC-0019,hVSMC-0383,2
hVSMC-0019,hVSMC-0372,7
hVSMC-0019,hVSMC-0328,3
hVSMC-0019,hVSMC-0327,3
hVSMC-0019,hVSMC-0312,3
hVSMC-0019,hVSMC-0296,8
hVSMC-0019,hVSMC-0272,3
hVSMC-0019,hVSMC-0249,4
hVSMC-0019,hVSMC-0242,3
hVSMC-0019,hVSMC-0238,3
hVSMC-0019,hVSMC-0204,8
hVSMC-0019,hVSMC-0203,5
hVSMC-0019,hVSMC-0202,3
hVSMC-0019,hVSMC-0201,2
hVSMC-0019,hVSMC-0199,3
hVSMC-0019,hVSMC-0191,3
hVSMC-0019,hVSMC-0182,6
hVSMC-0019,hVSMC-0176,7
hVSMC-0019,hVSMC-0163,7
hVSMC-0019,hVSMC-0160,8
hVSMC-0019,hVSMC-0156,8
hVSMC-0019,hVSMC-0152,2
hVSMC-0019,hVSMC-0148,6
hVSMC-0019,hVSMC-0146,2
hVSMC-0019,hVSMC-0145,8
hVSMC-0019,hVSMC-0141,8
hVSMC-0019,hVSMC-0137,2
hVSMC-0019,hVSMC-0133,2
hVSMC-0019,hVSMC-0131,2
hVSMC-0019,hVSMC-0123,2
hVSMC-0019,hVSMC-0121,5
hVSMC-0019,hVSMC-0111,2
hVSMC-0019,hVSMC-0110,3
hVSMC-0019,hVSMC-0107,8
hVSMC-0019,hVSMC-0103,8
hVSMC-0019,hVSMC-0101,2
hVSMC-0019,hVSMC-0097,7
hVSMC-0019,hVSMC-0090,3
hVSMC-0019,hVSMC-0089,2
hVSMC-0019,hVSMC-0088,2
hVSMC-0019,hVSMC-0086,8
hVSMC-0019,hVSMC-0083,6
hVSMC-0019,hVSMC-0082,6
hVSMC-0019,hVSMC-0077,3
hVSMC-0019,hVSMC-0076,8
hVSMC-0019,hVSMC-0074,8
hVSMC-0019,hVSMC-0073,2
hVSMC-0019,hVSMC-0072,8
hVSMC-0019,hVSMC-0070,7
hVSMC-0019,hVSMC-0068,7
hVSMC-0019,hVSMC-0067,7
hVSMC-0019,hVSMC-0065,2
hVSMC-0019,hVSMC-0064,8
hVSMC-0019,hVSMC-0061,7
hVSMC-0019,hVSMC-0060,7
hVSMC-0019,hVSMC-0058,7
hVSMC-0019,hVSMC-0056,2
hVSMC-0019,hVSMC-0055,8
hVSMC-0019,hVSMC-0053,2
hVSMC-0019,hVSMC-0052,7
hVSMC-0019,hVSMC-0051,7
hVSMC-0019,hVSMC-0046,7
hVSMC-0019,hVSMC-0044,2
hVSMC-0019,hVSMC-0042,5
hVSMC-0019,hVSMC-0041,3
hVSMC-0019,hVSMC-0040,6
hVSMC-0019,hVSMC-0038,8
hVSMC-0019,hVSMC-0035,6
hVSMC-0019,hVSMC-0031,7
hVSMC-0019,hVSMC-0030,3
hVSMC-0019,hVSMC-0028,3
hVSMC-0019,hVSMC-0026,7
hVSMC-0019,hVSMC-0025,8
hVSMC-0019,hVSMC-0024,2
hVSMC-0019,hVSMC-0022,2
hVSMC-0019,hVSMC-0021,2
hVSMC-0017,hVSMC-1995,14
hVSMC-0017,hVSMC-1303,12
hVSMC-0017,hVSMC-1100,13
hVSMC-0017,hVSMC-0970,15
hVSMC-0017,hVSMC-0946,15
hVSMC-0017,hVSMC-0773,14
hVSMC-0017,hVSMC-0725,11
hVSMC-0017,hVSMC-0668,4
hVSMC-0017,hVSMC-0400,5
hVSMC-0017,hVSMC-0383,4
hVSMC-0017,hVSMC-0372,3
hVSMC-0017,hVSMC-0328,5
hVSMC-0017,hVSMC-0327,5
hVSMC-0017,hVSMC-0312,5
hVSMC-0017,hVSMC-0296,5
hVSMC-0017,hVSMC-0272,5
hVSMC-0017,hVSMC-0249,6
hVSMC-0017,hVSMC-0242,5
hVSMC-0017,hVSMC-0238,5
hVSMC-0017,hVSMC-0204,4
hVSMC-0017,hVSMC-0203,4
hVSMC-0017,hVSMC-0202,4
hVSMC-0017,hVSMC-0201,4
hVSMC-0017,hVSMC-0199,5
hVSMC-0017,hVSMC-0191,5
hVSMC-0017,hVSMC-0182,2
hVSMC-0017,hVSMC-0176,4
hVSMC-0017,hVSMC-0163,3
hVSMC-0017,hVSMC-0160,4
hVSMC-0017,hVSMC-0156,4
hVSMC-0017,hVSMC-0152,4
hVSMC-0017,hVSMC-0148,4
hVSMC-0017,hVSMC-0146,4
hVSMC-0017,hVSMC-0145,4
hVSMC-0017,hVSMC-0141,4
hVSMC-0017,hVSMC-0137,4
hVSMC-0017,hVSMC-0133,4
hVSMC-0017,hVSMC-0131,4
hVSMC-0017,hVSMC-0123,4
hVSMC-0017,hVSMC-0121,4
hVSMC-0017,hVSMC-0111,4
hVSMC-0017,hVSMC-0110,5
hVSMC-0017,hVSMC-0107,4
hVSMC-0017,hVSMC-0103,4
hVSMC-0017,hVSMC-0101,4
hVSMC-0017,hVSMC-0097,3
hVSMC-0017,hVSMC-0090,5
hVSMC-0017,hVSMC-0089,4
hVSMC-0017,hVSMC-0088,3
hVSMC-0017,hVSMC-0086,4
hVSMC-0017,hVSMC-0083,2
hVSMC-0017,hVSMC-0082,2
hVSMC-0017,hVSMC-0077,5
hVSMC-0017,hVSMC-0076,4
hVSMC-0017,hVSMC-0074,4
hVSMC-0017,hVSMC-0073,3
hVSMC-0017,hVSMC-0072,4
hVSMC-0017,hVSMC-0070,3
hVSMC-0017,hVSMC-0068,3
hVSMC-0017,hVSMC-0067,4
hVSMC-0017,hVSMC-0065,4
hVSMC-0017,hVSMC-0064,4
hVSMC-0017,hVSMC-0061,4
hVSMC-0017,hVSMC-0060,3
hVSMC-0017,hVSMC-0058,4
hVSMC-0017,hVSMC-0056,4
hVSMC-0017,hVSMC-0055,4
hVSMC-0017,hVSMC-0053,2
hVSMC-0017,hVSMC-0052,4
hVSMC-0017,hVSMC-0051,3
hVSMC-0017,hVSMC-0046,3
hVSMC-0017,hVSMC-0044,4
hVSMC-0017,hVSMC-0042,1
hVSMC-0017,hVSMC-0041,5
hVSMC-0017,hVSMC-0040,5
hVSMC-0017,hVSMC-0038,4
hVSMC-0017,hVSMC-0035,5
hVSMC-0017,hVSMC-0031,4
hVSMC-0017,hVSMC-0030,5
hVSMC-0017,hVSMC-0028,3
hVSMC-0017,hVSMC-0026,4
hVSMC-0017,hVSMC-0025,4
hVSMC-0017,hVSMC-0024,4
hVSMC-0017,hVSMC-0022,4
hVSMC-0017,hVSMC-0021,4
hVSMC-0017,hVSMC-0019,4
hVSMC-0016,hVSMC-1995,15
hVSMC-0016,hVSMC-1303,13
hVSMC-0016,hVSMC-1100,15
hVSMC-0016,hVSMC-0970,13
hVSMC-0016,hVSMC-0946,14
hVSMC-0016,hVSMC-0773,13
hVSMC-0016,hVSMC-0725,13
hVSMC-0016,hVSMC-0668,5
hVSMC-0016,hVSMC-0400,5
hVSMC-0016,hVSMC-0383,3
hVSMC-0016,hVSMC-0372,4
hVSMC-0016,hVSMC-0328,3
hVSMC-0016,hVSMC-0327,3
hVSMC-0016,hVSMC-0312,3
hVSMC-0016,hVSMC-0296,4
hVSMC-0016,hVSMC-0272,3
hVSMC-0016,hVSMC-0249,4
hVSMC-0016,hVSMC-0242,3
hVSMC-0016,hVSMC-0238,3
hVSMC-0016,hVSMC-0204,4
hVSMC-0016,hVSMC-0203,3
hVSMC-0016,hVSMC-0202,3
hVSMC-0016,hVSMC-0201,4
hVSMC-0016,hVSMC-0199,4
hVSMC-0016,hVSMC-0191,4
hVSMC-0016,hVSMC-0182,4
hVSMC-0016,hVSMC-0176,4
hVSMC-0016,hVSMC-0163,4
hVSMC-0016,hVSMC-0160,4
hVSMC-0016,hVSMC-0156,4
hVSMC-0016,hVSMC-0152,3
hVSMC-0016,hVSMC-0148,2
hVSMC-0016,hVSMC-0146,4
hVSMC-0016,hVSMC-0145,4
hVSMC-0016,hVSMC-0141,4
hVSMC-0016,hVSMC-0137,4
hVSMC-0016,hVSMC-0133,4
hVSMC-0016,hVSMC-0131,4
hVSMC-0016,hVSMC-0123,3
hVSMC-0016,hVSMC-0121,6
hVSMC-0016,hVSMC-0111,4
hVSMC-0016,hVSMC-0110,3
hVSMC-0016,hVSMC-0107,4
hVSMC-0016,hVSMC-0103,4
hVSMC-0016,hVSMC-0101,3
hVSMC-0016,hVSMC-0097,4
hVSMC-0016,hVSMC-0090,4
hVSMC-0016,hVSMC-0089,4
hVSMC-0016,hVSMC-0088,4
hVSMC-0016,hVSMC-0086,4
hVSMC-0016,hVSMC-0083,4
hVSMC-0016,hVSMC-0082,4
hVSMC-0016,hVSMC-0077,3
hVSMC-0016,hVSMC-0076,4
hVSMC-0016,hVSMC-0074,4
hVSMC-0016,hVSMC-0073,4
hVSMC-0016,hVSMC-0072,4
hVSMC-0016,hVSMC-0070,4
hVSMC-0016,hVSMC-0068,4
hVSMC-0016,hVSMC-0067,3
hVSMC-0016,hVSMC-0065,4
hVSMC-0016,hVSMC-0064,4
hVSMC-0016,hVSMC-0061,3
hVSMC-0016,hVSMC-0060,4
hVSMC-0016,hVSMC-0058,4
hVSMC-0016,hVSMC-0056,4
hVSMC-0016,hVSMC-0055,4
hVSMC-0016,hVSMC-0053,4
hVSMC-0016,hVSMC-0052,3
hVSMC-0016,hVSMC-0051,4
hVSMC-0016,hVSMC-0046,4
hVSMC-0016,hVSMC-0044,3
hVSMC-0016,hVSMC-0042,5
hVSMC-0016,hVSMC-0041,2
hVSMC-0016,hVSMC-0040,2
hVSMC-0016,hVSMC-0038,4
hVSMC-0016,hVSMC-0035,7
hVSMC-0016,hVSMC-0031,3
hVSMC-0016,hVSMC-0030,3
hVSMC-0016,hVSMC-0028,3
hVSMC-0016,hVSMC-0026,3
hVSMC-0016,hVSMC-0025,4
hVSMC-0016,hVSMC-0024,4
hVSMC-0016,hVSMC-0022,3
hVSMC-0016,hVSMC-0021,3
hVSMC-0016,hVSMC-0019,4
hVSMC-0016,hVSMC-0017,6
hVSMC-0015,hVSMC-1995,15
hVSMC-0015,hVSMC-1303,11
hVSMC-0015,hVSMC-1100,14
hVSMC-0015,hVSMC-0970,13
hVSMC-0015,hVSMC-0946,14
hVSMC-0015,hVSMC-0773,12
hVSMC-0015,hVSMC-0725,12
hVSMC-0015,hVSMC-0668,7
hVSMC-0015,hVSMC-0400,7
hVSMC-0015,hVSMC-0383,2
hVSMC-0015,hVSMC-0372,6
hVSMC-0015,hVSMC-0328,3
hVSMC-0015,hVSMC-0327,3
hVSMC-0015,hVSMC-0312,3
hVSMC-0015,hVSMC-0296,6
hVSMC-0015,hVSMC-0272,3
hVSMC-0015,hVSMC-0249,3
hVSMC-0015,hVSMC-0242,3
hVSMC-0015,hVSMC-0238,3
hVSMC-0015,hVSMC-0204,7
hVSMC-0015,hVSMC-0203,4
hVSMC-0015,hVSMC-0202,3
hVSMC-0015,hVSMC-0201,2
hVSMC-0015,hVSMC-0199,2
hVSMC-0015,hVSMC-0191,3
hVSMC-0015,hVSMC-0182,6
hVSMC-0015,hVSMC-0176,7
hVSMC-0015,hVSMC-0163,6
hVSMC-0015,hVSMC-0160,7
hVSMC-0015,hVSMC-0156,7
hVSMC-0015,hVSMC-0152,2
hVSMC-0015,hVSMC-0148,5
hVSMC-0015,hVSMC-0146,2
hVSMC-0015,hVSMC-0145,7
hVSMC-0015,hVSMC-0141,7
hVSMC-0015,hVSMC-0137,2
hVSMC-0015,hVSMC-0133,2
hVSMC-0015,hVSMC-0131,2
hVSMC-0015,hVSMC-0123,2
hVSMC-0015,hVSMC-0121,3
hVSMC-0015,hVSMC-0111,2
hVSMC-0015,hVSMC-0110,3
hVSMC-0015,hVSMC-0107,7
hVSMC-0015,hVSMC-0103,7
hVSMC-0015,hVSMC-0101,1
hVSMC-0015,hVSMC-0097,6
hVSMC-0015,hVSMC-0090,2
hVSMC-0015,hVSMC-0089,2
hVSMC-0015,hVSMC-0088,2
hVSMC-0015,hVSMC-0086,7
hVSMC-0015,hVSMC-0083,6
hVSMC-0015,hVSMC-0082,6
hVSMC-0015,hVSMC-0077,2
hVSMC-0015,hVSMC-0076,7
hVSMC-0015,hVSMC-0074,7
hVSMC-0015,hVSMC-0073,2
hVSMC-0015,hVSMC-0072,7
hVSMC-0015,hVSMC-0070,6
hVSMC-0015,hVSMC-0068,6
hVSMC-0015,hVSMC-0067,6
hVSMC-0015,hVSMC-0065,2
hVSMC-0015,hVSMC-0064,7
hVSMC-0015,hVSMC-0061,6
hVSMC-0015,hVSMC-0060,6
hVSMC-0015,hVSMC-0058,7
hVSMC-0015,hVSMC-0056,2
hVSMC-0015,hVSMC-0055,7
hVSMC-0015,hVSMC-0053,2
hVSMC-0015,hVSMC-0052,6
hVSMC-0015,hVSMC-0051,6
hVSMC-0015,hVSMC-0046,6
hVSMC-0015,hVSMC-0044,1
hVSMC-0015,hVSMC-0042,5
hVSMC-0015,hVSMC-0041,3
hVSMC-0015,hVSMC-0040,5
hVSMC-0015,hVSMC-0038,7
hVSMC-0015,hVSMC-0035,4
hVSMC-0015,hVSMC-0031,6
hVSMC-0015,hVSMC-0030,3
hVSMC-0015,hVSMC-0028,3
hVSMC-0015,hVSMC-0026,6
hVSMC-0015,hVSMC-0025,6
hVSMC-0015,hVSMC-0024,2
hVSMC-0015,hVSMC-0022,2
hVSMC-0015,hVSMC-0021,2
hVSMC-0015,hVSMC-0019,2
hVSMC-0015,hVSMC-0017,4
hVSMC-0015,hVSMC-0016,3
hVSMC-0014,hVSMC-1995,15
hVSMC-0014,hVSMC-1303,10
hVSMC-0014,hVSMC-1100,13
hVSMC-0014,hVSMC-0970,13
hVSMC-0014,hVSMC-0946,12
hVSMC-0014,hVSMC-0773,12
hVSMC-0014,hVSMC-0725,11
hVSMC-0014,hVSMC-0668,8
hVSMC-0014,hVSMC-0400,8
hVSMC-0014,hVSMC-0383,6
hVSMC-0014,hVSMC-0372,7
hVSMC-0014,hVSMC-0328,7
hVSMC-0014,hVSMC-0327,7
hVSMC-0014,hVSMC-0312,7
hVSMC-0014,hVSMC-0296,6
hVSMC-0014,hVSMC-0272,7
hVSMC-0014,hVSMC-0249,7
hVSMC-0014,hVSMC-0242,7
hVSMC-0014,hVSMC-0238,7
hVSMC-0014,hVSMC-0204,7
hVSMC-0014,hVSMC-0203,6
hVSMC-0014,hVSMC-0202,6
hVSMC-0014,hVSMC-0201,6
hVSMC-0014,hVSMC-0199,6
hVSMC-0014,hVSMC-0191,7
hVSMC-0014,hVSMC-0182,7
hVSMC-0014,hVSMC-0176,8
hVSMC-0014,hVSMC-0163,7
hVSMC-0014,hVSMC-0160,8
hVSMC-0014,hVSMC-0156,7
hVSMC-0014,hVSMC-0152,6
hVSMC-0014,hVSMC-0148,6
hVSMC-0014,hVSMC-0146,6
hVSMC-0014,hVSMC-0145,8
hVSMC-0014,hVSMC-0141,8
hVSMC-0014,hVSMC-0137,6
hVSMC-0014,hVSMC-0133,6
hVSMC-0014,hVSMC-0131,6
hVSMC-0014,hVSMC-0123,6
hVSMC-0014,hVSMC-0121,1
hVSMC-0014,hVSMC-0111,6
hVSMC-0014,hVSMC-0110,7
hVSMC-0014,hVSMC-0107,8
hVSMC-0014,hVSMC-0103,8
hVSMC-0014,hVSMC-0101,5
hVSMC-0014,hVSMC-0097,7
hVSMC-0014,hVSMC-0090,6
hVSMC-0014,hVSMC-0089,6
hVSMC-0014,hVSMC-0088,6
hVSMC-0014,hVSMC-0086,8
hVSMC-0014,hVSMC-0083,7
hVSMC-0014,hVSMC-0082,7
hVSMC-0014,hVSMC-0077,6
hVSMC-0014,hVSMC-0076,8
hVSMC-0014,hVSMC-0074,8
hVSMC-0014,hVSMC-0073,5
hVSMC-0014,hVSMC-0072,8
hVSMC-0014,hVSMC-0070,7
hVSMC-0014,hVSMC-0068,7
hVSMC-0014,hVSMC-0067,6
hVSMC-0014,hVSMC-0065,5
hVSMC-0014,hVSMC-0064,8
hVSMC-0014,hVSMC-0061,7
hVSMC-0014,hVSMC-0060,7
hVSMC-0014,hVSMC-0058,8
hVSMC-0014,hVSMC-0056,6
hVSMC-0014,hVSMC-0055,7
hVSMC-0014,hVSMC-0053,6
hVSMC-0014,hVSMC-0052,8
hVSMC-0014,hVSMC-0051,7
hVSMC-0014,hVSMC-0046,7
hVSMC-0014,hVSMC-0044,5
hVSMC-0014,hVSMC-0042,6
hVSMC-0014,hVSMC-0041,7
hVSMC-0014,hVSMC-0040,7
hVSMC-0014,hVSMC-0038,8
hVSMC-0014,hVSMC-0035,1
hVSMC-0014,hVSMC-0031,7
hVSMC-0014,hVSMC-0030,7
hVSMC-0014,hVSMC-0028,5
hVSMC-0014,hVSMC-0026,8
hVSMC-0014,hVSMC-0025,7
hVSMC-0014,hVSMC-0024,4
hVSMC-0014,hVSMC-0022,6
hVSMC-0014,hVSMC-0021,6
hVSMC-0014,hVSMC-0019,6
hVSMC-0014,hVSMC-0017,5
hVSMC-0014,hVSMC-0016,7
hVSMC-0014,hVSMC-0015,4
hVSMC-0012,hVSMC-1995,15
hVSMC-0012,hVSMC-1303,13
hVSMC-0012,hVSMC-1100,14
hVSMC-0012,hVSMC-0970,14
hVSMC-0012,hVSMC-0946,14
hVSMC-0012,hVSMC-0773,14
hVSMC-0012,hVSMC-0725,12
hVSMC-0012,hVSMC-0668,6
hVSMC-0012,hVSMC-0400,7
hVSMC-0012,hVSMC-0383,2
hVSMC-0012,hVSMC-0372,5
hVSMC-0012,hVSMC-0328,3
hVSMC-0012,hVSMC-0327,3
hVSMC-0012,hVSMC-0312,3
hVSMC-0012,hVSMC-0296,7
hVSMC-0012,hVSMC-0272,3
hVSMC-0012,hVSMC-0249,4
hVSMC-0012,hVSMC-0242,3
hVSMC-0012,hVSMC-0238,3
hVSMC-0012,hVSMC-0204,6
hVSMC-0012,hVSMC-0203,5
hVSMC-0012,hVSMC-0202,3
hVSMC-0012,hVSMC-0201,2
hVSMC-0012,hVSMC-0199,3
hVSMC-0012,hVSMC-0191,3
hVSMC-0012,hVSMC-0182,4
hVSMC-0012,hVSMC-0176,6
hVSMC-0012,hVSMC-0163,5
hVSMC-0012,hVSMC-0160,6
hVSMC-0012,hVSMC-0156,6
hVSMC-0012,hVSMC-0152,2
hVSMC-0012,hVSMC-0148,4
hVSMC-0012,hVSMC-0146,2
hVSMC-0012,hVSMC-0145,6
hVSMC-0012,hVSMC-0141,6
hVSMC-0012,hVSMC-0137,2
hVSMC-0012,hVSMC-0133,2
hVSMC-0012,hVSMC-0131,2
hVSMC-0012,hVSMC-0123,2
hVSMC-0012,hVSMC-0121,3
hVSMC-0012,hVSMC-0111,2
hVSMC-0012,hVSMC-0110,3
hVSMC-0012,hVSMC-0107,6
hVSMC-0012,hVSMC-0103,6
hVSMC-0012,hVSMC-0101,2
hVSMC-0012,hVSMC-0097,5
hVSMC-0012,hVSMC-0090,3
hVSMC-0012,hVSMC-0089,2
hVSMC-0012,hVSMC-0088,2
hVSMC-0012,hVSMC-0086,6
hVSMC-0012,hVSMC-0083,4
hVSMC-0012,hVSMC-0082,4
hVSMC-0012,hVSMC-0077,3
hVSMC-0012,hVSMC-0076,6
hVSMC-0012,hVSMC-0074,6
hVSMC-0012,hVSMC-0073,2
hVSMC-0012,hVSMC-0072,6
hVSMC-0012,hVSMC-0070,5
hVSMC-0012,hVSMC-0068,5
hVSMC-0012,hVSMC-0067,6
hVSMC-0012,hVSMC-0065,2
hVSMC-0012,hVSMC-0064,6
hVSMC-0012,hVSMC-0061,5
hVSMC-0012,hVSMC-0060,5
hVSMC-0012,hVSMC-0058,6
hVSMC-0012,hVSMC-0056,2
hVSMC-0012,hVSMC-0055,6
hVSMC-0012,hVSMC-0053,2
hVSMC-0012,hVSMC-0052,6
hVSMC-0012,hVSMC-0051,5
hVSMC-0012,hVSMC-0046,5
hVSMC-0012,hVSMC-0044,2
hVSMC-0012,hVSMC-0042,3
hVSMC-0012,hVSMC-0041,3
hVSMC-0012,hVSMC-0040,6
hVSMC-0012,hVSMC-0038,6
hVSMC-0012,hVSMC-0035,4
hVSMC-0012,hVSMC-0031,5
hVSMC-0012,hVSMC-0030,3
hVSMC-0012,hVSMC-0028,1
hVSMC-0012,hVSMC-0026,5
hVSMC-0012,hVSMC-0025,6
hVSMC-0012,hVSMC-0024,2
hVSMC-0012,hVSMC-0022,2
hVSMC-0012,hVSMC-0021,2
hVSMC-0012,hVSMC-0019,2
hVSMC-0012,hVSMC-0017,2
hVSMC-0012,hVSMC-0016,4
hVSMC-0012,hVSMC-0015,2
hVSMC-0012,hVSMC-0014,4
hVSMC-0011,hVSMC-1995,14
hVSMC-0011,hVSMC-1303,14
hVSMC-0011,hVSMC-1100,12
hVSMC-0011,hVSMC-0970,15
hVSMC-0011,hVSMC-0946,15
hVSMC-0011,hVSMC-0773,14
hVSMC-0011,hVSMC-0725,12
hVSMC-0011,hVSMC-0668,3
hVSMC-0011,hVSMC-0400,3
hVSMC-0011,hVSMC-0383,6
hVSMC-0011,hVSMC-0372,2
hVSMC-0011,hVSMC-0328,6
hVSMC-0011,hVSMC-0327,6
hVSMC-0011,hVSMC-0312,6
hVSMC-0011,hVSMC-0296,3
hVSMC-0011,hVSMC-0272,6
hVSMC-0011,hVSMC-0249,7
hVSMC-0011,hVSMC-0242,6
hVSMC-0011,hVSMC-0238,6
hVSMC-0011,hVSMC-0204,2
hVSMC-0011,hVSMC-0203,4
hVSMC-0011,hVSMC-0202,4
hVSMC-0011,hVSMC-0201,7
hVSMC-0011,hVSMC-0199,7
hVSMC-0011,hVSMC-0191,7
hVSMC-0011,hVSMC-0182,2
hVSMC-0011,hVSMC-0176,2
hVSMC-0011,hVSMC-0163,2
hVSMC-0011,hVSMC-0160,2
hVSMC-0011,hVSMC-0156,2
hVSMC-0011,hVSMC-0152,6
hVSMC-0011,hVSMC-0148,1
hVSMC-0011,hVSMC-0146,7
hVSMC-0011,hVSMC-0145,2
hVSMC-0011,hVSMC-0141,2
hVSMC-0011,hVSMC-0137,7
hVSMC-0011,hVSMC-0133,7
hVSMC-0011,hVSMC-0131,7
hVSMC-0011,hVSMC-0123,6
hVSMC-0011,hVSMC-0121,6
hVSMC-0011,hVSMC-0111,7
hVSMC-0011,hVSMC-0110,6
hVSMC-0011,hVSMC-0107,2
hVSMC-0011,hVSMC-0103,2
hVSMC-0011,hVSMC-0101,6
hVSMC-0011,hVSMC-0097,2
hVSMC-0011,hVSMC-0090,7
hVSMC-0011,hVSMC-0089,7
hVSMC-0011,hVSMC-0088,6
hVSMC-0011,hVSMC-0086,2
hVSMC-0011,hVSMC-0083,2
hVSMC-0011,hVSMC-0082,2
hVSMC-0011,hVSMC-0077,6
hVSMC-0011,hVSMC-0076,2
hVSMC-0011,hVSMC-0074,2
hVSMC-0011,hVSMC-0073,5
hVSMC-0011,hVSMC-0072,2
hVSMC-0011,hVSMC-0070,2
hVSMC-0011,hVSMC-0068,2
hVSMC-0011,hVSMC-0067,2
hVSMC-0011,hVSMC-0065,7
hVSMC-0011,hVSMC-0064,2
hVSMC-0011,hVSMC-0061,1
hVSMC-0011,hVSMC-0060,2
hVSMC-0011,hVSMC-0058,2
hVSMC-0011,hVSMC-0056,7
hVSMC-0011,hVSMC-0055,2
hVSMC-0011,hVSMC-0053,6
hVSMC-0011,hVSMC-0052,2
hVSMC-0011,hVSMC-0051,2
hVSMC-0011,hVSMC-0046,2
hVSMC-0011,hVSMC-0044,6
hVSMC-0011,hVSMC-0042,3
hVSMC-0011,hVSMC-0041,5
hVSMC-0011,hVSMC-0040,3
hVSMC-0011,hVSMC-0038,2
hVSMC-0011,hVSMC-0035,7
hVSMC-0011,hVSMC-0031,1
hVSMC-0011,hVSMC-0030,6
hVSMC-0011,hVSMC-0028,4
hVSMC-0011,hVSMC-0026,2
hVSMC-0011,hVSMC-0025,2
hVSMC-0011,hVSMC-0024,7
hVSMC-0011,hVSMC-0022,6
hVSMC-0011,hVSMC-0021,6
hVSMC-0011,hVSMC-0019,7
hVSMC-0011,hVSMC-0017,4
hVSMC-0011,hVSMC-0016,3
hVSMC-0011,hVSMC-0015,6
hVSMC-0011,hVSMC-0014,7
hVSMC-0011,hVSMC-0012,5
hVSMC-0004,hVSMC-1995,16
hVSMC-0004,hVSMC-1303,11
hVSMC-0004,hVSMC-1100,16
hVSMC-0004,hVSMC-0970,14
hVSMC-0004,hVSMC-0946,13
hVSMC-0004,hVSMC-0773,14
