source,target,treeDistance
hVSMC-0031,hVSMC-0076,36
hVSMC-0031,hVSMC-0074,41
hVSMC-0031,hVSMC-0073,10
hVSMC-0031,hVSMC-0072,38
hVSMC-0031,hVSMC-0070,12
hVSMC-0031,hVSMC-0068,0
hVSMC-0031,hVSMC-0067,28
hVSMC-0031,hVSMC-0065,20
hVSMC-0031,hVSMC-0064,10
hVSMC-0031,hVSMC-0061,7
hVSMC-0031,hVSMC-0060,8
hVSMC-0031,hVSMC-0058,8
hVSMC-0031,hVSMC-0056,38
hVSMC-0031,hVSMC-0055,28
hVSMC-0031,hVSMC-0053,44
hVSMC-0031,hVSMC-0052,10
hVSMC-0031,hVSMC-0051,37
hVSMC-0031,hVSMC-0046,38
hVSMC-0031,hVSMC-0044,4
hVSMC-0031,hVSMC-0042,1
hVSMC-0031,hVSMC-0041,39
hVSMC-0031,hVSMC-0040,29
hVSMC-0031,hVSMC-0038,38
hVSMC-0031,hVSMC-0035,10
hVSMC-0030,hVSMC-1995,16
hVSMC-0030,hVSMC-1303,29
hVSMC-0030,hVSMC-1100,16
hVSMC-0030,hVSMC-0970,33
hVSMC-0030,hVSMC-0946,31
hVSMC-0030,hVSMC-0773,23
hVSMC-0030,hVSMC-0725,27
hVSMC-0030,hVSMC-0668,8
hVSMC-0030,hVSMC-0400,36
hVSMC-0030,hVSMC-0383,20
hVSMC-0030,hVSMC-0372,12
hVSMC-0030,hVSMC-0328,12
hVSMC-0030,hVSMC-0327,8
hVSMC-0030,hVSMC-0312,4
hVSMC-0030,hVSMC-0296,24
hVSMC-0030,hVSMC-0272,40
hVSMC-0030,hVSMC-0249,6
hVSMC-0030,hVSMC-0242,8
hVSMC-0030,hVSMC-0238,0
hVSMC-0030,hVSMC-0204,10
hVSMC-0030,hVSMC-0203,26
hVSMC-0030,hVSMC-0202,14
hVSMC-0030,hVSMC-0201,40
hVSMC-0030,hVSMC-0199,36
hVSMC-0030,hVSMC-0191,20
hVSMC-0030,hVSMC-0182,10
hVSMC-0030,hVSMC-0176,10
hVSMC-0030,hVSMC-0163,8
hVSMC-0030,hVSMC-0160,34
hVSMC-0030,hVSMC-0156,10
hVSMC-0030,hVSMC-0152,42
hVSMC-0030,hVSMC-0148,36
hVSMC-0030,hVSMC-0146,0
hVSMC-0030,hVSMC-0145,36
hVSMC-0030,hVSMC-0141,10
hVSMC-0030,hVSMC-0137,40
hVSMC-0030,hVSMC-0133,38
hVSMC-0030,hVSMC-0131,40
hVSMC-0030,hVSMC-0123,6
hVSMC-0030,hVSMC-0121,0
hVSMC-0030,hVSMC-0111,40
hVSMC-0030,hVSMC-0110,0
hVSMC-0030,hVSMC-0107,38
hVSMC-0030,hVSMC-0103,10
hVSMC-0030,hVSMC-0101,24
hVSMC-0030,hVSMC-0097,8
hVSMC-0030,hVSMC-0090,6
hVSMC-0030,hVSMC-0089,0
hVSMC-0030,hVSMC-0088,41
hVSMC-0030,hVSMC-0086,42
hVSMC-0030,hVSMC-0083,34
hVSMC-0030,hVSMC-0082,10
hVSMC-0030,hVSMC-0077,6
hVSMC-0030,hVSMC-0076,32
hVSMC-0030,hVSMC-0074,37
hVSMC-0030,hVSMC-0073,14
hVSMC-0030,hVSMC-0072,36
hVSMC-0030,hVSMC-0070,8
hVSMC-0030,hVSMC-0068,8
hVSMC-0030,hVSMC-0067,24
hVSMC-0030,hVSMC-0065,20
hVSMC-0030,hVSMC-0064,12
hVSMC-0030,hVSMC-0061,3
hVSMC-0030,hVSMC-0060,10
hVSMC-0030,hVSMC-0058,10
hVSMC-0030,hVSMC-0056,36
hVSMC-0030,hVSMC-0055,28
hVSMC-0030,hVSMC-0053,42
hVSMC-0030,hVSMC-0052,8
hVSMC-0030,hVSMC-0051,33
hVSMC-0030,hVSMC-0046,36
hVSMC-0030,hVSMC-0044,6
hVSMC-0030,hVSMC-0042,7
hVSMC-0030,hVSMC-0041,37
hVSMC-0030,hVSMC-0040,27
hVSMC-0030,hVSMC-0038,36
hVSMC-0030,hVSMC-0035,12
hVSMC-0030,hVSMC-0031,8
hVSMC-0028,hVSMC-1995,14
hVSMC-0028,hVSMC-1303,29
hVSMC-0028,hVSMC-1100,18
hVSMC-0028,hVSMC-0970,33
hVSMC-0028,hVSMC-0946,31
hVSMC-0028,hVSMC-0773,25
hVSMC-0028,hVSMC-0725,29
hVSMC-0028,hVSMC-0668,12
hVSMC-0028,hVSMC-0400,38
hVSMC-0028,hVSMC-0383,20
hVSMC-0028,hVSMC-0372,10
hVSMC-0028,hVSMC-0328,10
hVSMC-0028,hVSMC-0327,12
hVSMC-0028,hVSMC-0312,4
hVSMC-0028,hVSMC-0296,26
hVSMC-0028,hVSMC-0272,40
hVSMC-0028,hVSMC-0249,6
hVSMC-0028,hVSMC-0242,12
hVSMC-0028,hVSMC-0238,6
hVSMC-0028,hVSMC-0204,6
hVSMC-0028,hVSMC-0203,26
hVSMC-0028,hVSMC-0202,12
hVSMC-0028,hVSMC-0201,40
hVSMC-0028,hVSMC-0199,38
hVSMC-0028,hVSMC-0191,20
hVSMC-0028,hVSMC-0182,6
hVSMC-0028,hVSMC-0176,8
hVSMC-0028,hVSMC-0163,10
hVSMC-0028,hVSMC-0160,34
hVSMC-0028,hVSMC-0156,6
hVSMC-0028,hVSMC-0152,42
hVSMC-0028,hVSMC-0148,38
hVSMC-0028,hVSMC-0146,6
hVSMC-0028,hVSMC-0145,38
hVSMC-0028,hVSMC-0141,8
hVSMC-0028,hVSMC-0137,40
hVSMC-0028,hVSMC-0133,36
hVSMC-0028,hVSMC-0131,40
hVSMC-0028,hVSMC-0123,2
hVSMC-0028,hVSMC-0121,6
hVSMC-0028,hVSMC-0111,40
hVSMC-0028,hVSMC-0110,6
hVSMC-0028,hVSMC-0107,38
hVSMC-0028,hVSMC-0103,10
hVSMC-0028,hVSMC-0101,22
hVSMC-0028,hVSMC-0097,4
hVSMC-0028,hVSMC-0090,2
hVSMC-0028,hVSMC-0089,6
hVSMC-0028,hVSMC-0088,41
hVSMC-0028,hVSMC-0086,42
hVSMC-0028,hVSMC-0083,34
hVSMC-0028,hVSMC-0082,6
hVSMC-0028,hVSMC-0077,0
hVSMC-0028,hVSMC-0076,34
hVSMC-0028,hVSMC-0074,39
hVSMC-0028,hVSMC-0073,12
hVSMC-0028,hVSMC-0072,38
hVSMC-0028,hVSMC-0070,12
hVSMC-0028,hVSMC-0068,2
hVSMC-0028,hVSMC-0067,26
hVSMC-0028,hVSMC-0065,20
hVSMC-0028,hVSMC-0064,10
hVSMC-0028,hVSMC-0061,7
hVSMC-0028,hVSMC-0060,8
hVSMC-0028,hVSMC-0058,8
hVSMC-0028,hVSMC-0056,38
hVSMC-0028,hVSMC-0055,28
hVSMC-0028,hVSMC-0053,42
hVSMC-0028,hVSMC-0052,10
hVSMC-0028,hVSMC-0051,35
hVSMC-0028,hVSMC-0046,38
hVSMC-0028,hVSMC-0044,2
hVSMC-0028,hVSMC-0042,1
hVSMC-0028,hVSMC-0041,37
hVSMC-0028,hVSMC-0040,29
hVSMC-0028,hVSMC-0038,38
hVSMC-0028,hVSMC-0035,10
hVSMC-0028,hVSMC-0031,2
hVSMC-0028,hVSMC-0030,6
hVSMC-0026,hVSMC-1995,14
hVSMC-0026,hVSMC-1303,31
hVSMC-0026,hVSMC-1100,20
hVSMC-0026,hVSMC-0970,35
hVSMC-0026,hVSMC-0946,29
hVSMC-0026,hVSMC-0773,23
hVSMC-0026,hVSMC-0725,27
hVSMC-0026,hVSMC-0668,16
hVSMC-0026,hVSMC-0400,34
hVSMC-0026,hVSMC-0383,18
hVSMC-0026,hVSMC-0372,10
hVSMC-0026,hVSMC-0328,10
hVSMC-0026,hVSMC-0327,10
hVSMC-0026,hVSMC-0312,10
hVSMC-0026,hVSMC-0296,22
hVSMC-0026,hVSMC-0272,38
hVSMC-0026,hVSMC-0249,12
hVSMC-0026,hVSMC-0242,10
hVSMC-0026,hVSMC-0238,10
hVSMC-0026,hVSMC-0204,4
hVSMC-0026,hVSMC-0203,24
hVSMC-0026,hVSMC-0202,14
hVSMC-0026,hVSMC-0201,34
hVSMC-0026,hVSMC-0199,36
hVSMC-0026,hVSMC-0191,22
hVSMC-0026,hVSMC-0182,4
hVSMC-0026,hVSMC-0176,0
hVSMC-0026,hVSMC-0163,16
hVSMC-0026,hVSMC-0160,30
hVSMC-0026,hVSMC-0156,4
hVSMC-0026,hVSMC-0152,36
hVSMC-0026,hVSMC-0148,34
hVSMC-0026,hVSMC-0146,10
hVSMC-0026,hVSMC-0145,34
hVSMC-0026,hVSMC-0141,0
hVSMC-0026,hVSMC-0137,34
hVSMC-0026,hVSMC-0133,34
hVSMC-0026,hVSMC-0131,38
hVSMC-0026,hVSMC-0123,10
hVSMC-0026,hVSMC-0121,10
hVSMC-0026,hVSMC-0111,38
hVSMC-0026,hVSMC-0110,10
hVSMC-0026,hVSMC-0107,36
hVSMC-0026,hVSMC-0103,4
hVSMC-0026,hVSMC-0101,22
hVSMC-0026,hVSMC-0097,4
hVSMC-0026,hVSMC-0090,8
hVSMC-0026,hVSMC-0089,10
hVSMC-0026,hVSMC-0088,35
hVSMC-0026,hVSMC-0086,36
hVSMC-0026,hVSMC-0083,34
hVSMC-0026,hVSMC-0082,4
hVSMC-0026,hVSMC-0077,8
hVSMC-0026,hVSMC-0076,34
hVSMC-0026,hVSMC-0074,35
hVSMC-0026,hVSMC-0073,14
hVSMC-0026,hVSMC-0072,34
hVSMC-0026,hVSMC-0070,16
hVSMC-0026,hVSMC-0068,8
hVSMC-0026,hVSMC-0067,22
hVSMC-0026,hVSMC-0065,22
hVSMC-0026,hVSMC-0064,12
hVSMC-0026,hVSMC-0061,13
hVSMC-0026,hVSMC-0060,0
hVSMC-0026,hVSMC-0058,0
hVSMC-0026,hVSMC-0056,36
hVSMC-0026,hVSMC-0055,28
hVSMC-0026,hVSMC-0053,36
hVSMC-0026,hVSMC-0052,16
hVSMC-0026,hVSMC-0051,35
hVSMC-0026,hVSMC-0046,34
hVSMC-0026,hVSMC-0044,8
hVSMC-0026,hVSMC-0042,7
hVSMC-0026,hVSMC-0041,33
hVSMC-0026,hVSMC-0040,25
hVSMC-0026,hVSMC-0038,34
hVSMC-0026,hVSMC-0035,10
hVSMC-0026,hVSMC-0031,8
hVSMC-0026,hVSMC-0030,10
hVSMC-0026,hVSMC-0028,8
hVSMC-0025,hVSMC-1995,36
hVSMC-0025,hVSMC-1303,25
hVSMC-0025,hVSMC-1100,36
hVSMC-0025,hVSMC-0970,43
hVSMC-0025,hVSMC-0946,43
hVSMC-0025,hVSMC-0773,35
hVSMC-0025,hVSMC-0725,27
hVSMC-0025,hVSMC-0668,34
hVSMC-0025,hVSMC-0400,0
hVSMC-0025,hVSMC-0383,34
hVSMC-0025,hVSMC-0372,34
hVSMC-0025,hVSMC-0328,32
hVSMC-0025,hVSMC-0327,38
hVSMC-0025,hVSMC-0312,36
hVSMC-0025,hVSMC-0296,20
hVSMC-0025,hVSMC-0272,20
hVSMC-0025,hVSMC-0249,38
hVSMC-0025,hVSMC-0242,38
hVSMC-0025,hVSMC-0238,36
hVSMC-0025,hVSMC-0204,34
hVSMC-0025,hVSMC-0203,26
hVSMC-0025,hVSMC-0202,32
hVSMC-0025,hVSMC-0201,16
hVSMC-0025,hVSMC-0199,14
hVSMC-0025,hVSMC-0191,34
hVSMC-0025,hVSMC-0182,34
hVSMC-0025,hVSMC-0176,34
hVSMC-0025,hVSMC-0163,34
hVSMC-0025,hVSMC-0160,8
hVSMC-0025,hVSMC-0156,34
hVSMC-0025,hVSMC-0152,16
hVSMC-0025,hVSMC-0148,0
hVSMC-0025,hVSMC-0146,36
hVSMC-0025,hVSMC-0145,0
hVSMC-0025,hVSMC-0141,34
hVSMC-0025,hVSMC-0137,14
hVSMC-0025,hVSMC-0133,16
hVSMC-0025,hVSMC-0131,20
hVSMC-0025,hVSMC-0123,38
hVSMC-0025,hVSMC-0121,36
hVSMC-0025,hVSMC-0111,20
hVSMC-0025,hVSMC-0110,36
hVSMC-0025,hVSMC-0107,10
hVSMC-0025,hVSMC-0103,32
hVSMC-0025,hVSMC-0101,36
hVSMC-0025,hVSMC-0097,36
hVSMC-0025,hVSMC-0090,36
hVSMC-0025,hVSMC-0089,36
hVSMC-0025,hVSMC-0088,15
hVSMC-0025,hVSMC-0086,8
hVSMC-0025,hVSMC-0083,6
hVSMC-0025,hVSMC-0082,34
hVSMC-0025,hVSMC-0077,38
hVSMC-0025,hVSMC-0076,4
hVSMC-0025,hVSMC-0074,7
hVSMC-0025,hVSMC-0073,32
hVSMC-0025,hVSMC-0072,4
hVSMC-0025,hVSMC-0070,34
hVSMC-0025,hVSMC-0068,38
hVSMC-0025,hVSMC-0067,20
hVSMC-0025,hVSMC-0065,38
hVSMC-0025,hVSMC-0064,36
hVSMC-0025,hVSMC-0061,35
hVSMC-0025,hVSMC-0060,34
hVSMC-0025,hVSMC-0058,34
hVSMC-0025,hVSMC-0056,14
hVSMC-0025,hVSMC-0055,44
hVSMC-0025,hVSMC-0053,16
hVSMC-0025,hVSMC-0052,34
hVSMC-0025,hVSMC-0051,3
hVSMC-0025,hVSMC-0046,0
hVSMC-0025,hVSMC-0044,36
hVSMC-0025,hVSMC-0042,39
hVSMC-0025,hVSMC-0041,15
hVSMC-0025,hVSMC-0040,21
hVSMC-0025,hVSMC-0038,0
hVSMC-0025,hVSMC-0035,38
hVSMC-0025,hVSMC-0031,38
hVSMC-0025,hVSMC-0030,36
hVSMC-0025,hVSMC-0028,38
hVSMC-0025,hVSMC-0026,34
hVSMC-0024,hVSMC-1995,16
hVSMC-0024,hVSMC-1303,29
hVSMC-0024,hVSMC-1100,16
hVSMC-0024,hVSMC-0970,33
hVSMC-0024,hVSMC-0946,31
hVSMC-0024,hVSMC-0773,23
hVSMC-0024,hVSMC-0725,27
hVSMC-0024,hVSMC-0668,8
hVSMC-0024,hVSMC-0400,36
hVSMC-0024,hVSMC-0383,20
hVSMC-0024,hVSMC-0372,12
hVSMC-0024,hVSMC-0328,12
hVSMC-0024,hVSMC-0327,8
hVSMC-0024,hVSMC-0312,4
hVSMC-0024,hVSMC-0296,24
hVSMC-0024,hVSMC-0272,40
hVSMC-0024,hVSMC-0249,6
hVSMC-0024,hVSMC-0242,8
hVSMC-0024,hVSMC-0238,0
hVSMC-0024,hVSMC-0204,10
hVSMC-0024,hVSMC-0203,26
hVSMC-0024,hVSMC-0202,14
hVSMC-0024,hVSMC-0201,40
hVSMC-0024,hVSMC-0199,36
hVSMC-0024,hVSMC-0191,20
hVSMC-0024,hVSMC-0182,10
hVSMC-0024,hVSMC-0176,10
hVSMC-0024,hVSMC-0163,8
hVSMC-0024,hVSMC-0160,34
hVSMC-0024,hVSMC-0156,10
hVSMC-0024,hVSMC-0152,42
hVSMC-0024,hVSMC-0148,36
hVSMC-0024,hVSMC-0146,0
hVSMC-0024,hVSMC-0145,36
hVSMC-0024,hVSMC-0141,10
hVSMC-0024,hVSMC-0137,40
hVSMC-0024,hVSMC-0133,38
hVSMC-0024,hVSMC-0131,40
hVSMC-0024,hVSMC-0123,6
hVSMC-0024,hVSMC-0121,0
hVSMC-0024,hVSMC-0111,40
hVSMC-0024,hVSMC-0110,0
hVSMC-0024,hVSMC-0107,38
hVSMC-0024,hVSMC-0103,10
hVSMC-0024,hVSMC-0101,24
hVSMC-0024,hVSMC-0097,8
hVSMC-0024,hVSMC-0090,6
hVSMC-0024,hVSMC-0089,0
hVSMC-0024,hVSMC-0088,41
hVSMC-0024,hVSMC-0086,42
hVSMC-0024,hVSMC-0083,34
hVSMC-0024,hVSMC-0082,10
hVSMC-0024,hVSMC-0077,6
hVSMC-0024,hVSMC-0076,32
hVSMC-0024,hVSMC-0074,37
hVSMC-0024,hVSMC-0073,14
hVSMC-0024,hVSMC-0072,36
hVSMC-0024,hVSMC-0070,8
hVSMC-0024,hVSMC-0068,8
hVSMC-0024,hVSMC-0067,24
hVSMC-0024,hVSMC-0065,20
hVSMC-0024,hVSMC-0064,12
hVSMC-0024,hVSMC-0061,3
hVSMC-0024,hVSMC-0060,10
hVSMC-0024,hVSMC-0058,10
hVSMC-0024,hVSMC-0056,36
hVSMC-0024,hVSMC-0055,28
hVSMC-0024,hVSMC-0053,42
hVSMC-0024,hVSMC-0052,8
hVSMC-0024,hVSMC-0051,33
hVSMC-0024,hVSMC-0046,36
hVSMC-0024,hVSMC-0044,6
hVSMC-0024,hVSMC-0042,7
hVSMC-0024,hVSMC-0041,37
hVSMC-0024,hVSMC-0040,27
hVSMC-0024,hVSMC-0038,36
hVSMC-0024,hVSMC-0035,12
hVSMC-0024,hVSMC-0031,8
hVSMC-0024,hVSMC-0030,0
hVSMC-0024,hVSMC-0028,6
hVSMC-0024,hVSMC-0026,10
hVSMC-0024,hVSMC-0025,36
hVSMC-0022,hVSMC-1995,37
hVSMC-0022,hVSMC-1303,22
hVSMC-0022,hVSMC-1100,37
hVSMC-0022,hVSMC-0970,44
hVSMC-0022,hVSMC-0946,40
hVSMC-0022,hVSMC-0773,32
hVSMC-0022,hVSMC-0725,22
hVSMC-0022,hVSMC-0668,35
hVSMC-0022,hVSMC-0400,15
hVSMC-0022,hVSMC-0383,33
hVSMC-0022,hVSMC-0372,35
hVSMC-0022,hVSMC-0328,35
hVSMC-0022,hVSMC-0327,37
hVSMC-0022,hVSMC-0312,37
hVSMC-0022,hVSMC-0296,23
hVSMC-0022,hVSMC-0272,5
hVSMC-0022,hVSMC-0249,37
hVSMC-0022,hVSMC-0242,37
hVSMC-0022,hVSMC-0238,37
hVSMC-0022,hVSMC-0204,35
hVSMC-0022,hVSMC-0203,23
hVSMC-0022,hVSMC-0202,33
hVSMC-0022,hVSMC-0201,5
hVSMC-0022,hVSMC-0199,7
hVSMC-0022,hVSMC-0191,33
hVSMC-0022,hVSMC-0182,35
hVSMC-0022,hVSMC-0176,33
hVSMC-0022,hVSMC-0163,35
hVSMC-0022,hVSMC-0160,13
hVSMC-0022,hVSMC-0156,35
hVSMC-0022,hVSMC-0152,5
hVSMC-0022,hVSMC-0148,15
hVSMC-0022,hVSMC-0146,37
hVSMC-0022,hVSMC-0145,15
hVSMC-0022,hVSMC-0141,33
hVSMC-0022,hVSMC-0137,5
hVSMC-0022,hVSMC-0133,1
hVSMC-0022,hVSMC-0131,5
hVSMC-0022,hVSMC-0123,37
hVSMC-0022,hVSMC-0121,37
hVSMC-0022,hVSMC-0111,5
hVSMC-0022,hVSMC-0110,37
hVSMC-0022,hVSMC-0107,15
hVSMC-0022,hVSMC-0103,37
hVSMC-0022,hVSMC-0101,31
hVSMC-0022,hVSMC-0097,35
hVSMC-0022,hVSMC-0090,37
hVSMC-0022,hVSMC-0089,37
hVSMC-0022,hVSMC-0088,6
hVSMC-0022,hVSMC-0086,19
hVSMC-0022,hVSMC-0083,17
hVSMC-0022,hVSMC-0082,35
hVSMC-0022,hVSMC-0077,37
hVSMC-0022,hVSMC-0076,17
hVSMC-0022,hVSMC-0074,8
hVSMC-0022,hVSMC-0073,33
hVSMC-0022,hVSMC-0072,19
hVSMC-0022,hVSMC-0070,35
hVSMC-0022,hVSMC-0068,39
hVSMC-0022,hVSMC-0067,23
hVSMC-0022,hVSMC-0065,35
hVSMC-0022,hVSMC-0064,41
hVSMC-0022,hVSMC-0061,38
hVSMC-0022,hVSMC-0060,33
hVSMC-0022,hVSMC-0058,33
hVSMC-0022,hVSMC-0056,7
hVSMC-0022,hVSMC-0055,43
hVSMC-0022,hVSMC-0053,5
hVSMC-0022,hVSMC-0052,35
hVSMC-0022,hVSMC-0051,18
hVSMC-0022,hVSMC-0046,15
hVSMC-0022,hVSMC-0044,37
hVSMC-0022,hVSMC-0042,38
hVSMC-0022,hVSMC-0041,0
hVSMC-0022,hVSMC-0040,22
hVSMC-0022,hVSMC-0038,15
hVSMC-0022,hVSMC-0035,37
hVSMC-0022,hVSMC-0031,39
hVSMC-0022,hVSMC-0030,37
hVSMC-0022,hVSMC-0028,37
hVSMC-0022,hVSMC-0026,33
hVSMC-0022,hVSMC-0025,15
hVSMC-0022,hVSMC-0024,37
hVSMC-0021,hVSMC-1995,36
hVSMC-0021,hVSMC-1303,25
hVSMC-0021,hVSMC-1100,38
hVSMC-0021,hVSMC-0970,45
hVSMC-0021,hVSMC-0946,41
hVSMC-0021,hVSMC-0773,31
hVSMC-0021,hVSMC-0725,21
hVSMC-0021,hVSMC-0668,34
hVSMC-0021,hVSMC-0400,14
hVSMC-0021,hVSMC-0383,30
hVSMC-0021,hVSMC-0372,34
hVSMC-0021,hVSMC-0328,34
hVSMC-0021,hVSMC-0327,38
hVSMC-0021,hVSMC-0312,36
hVSMC-0021,hVSMC-0296,22
hVSMC-0021,hVSMC-0272,8
hVSMC-0021,hVSMC-0249,36
hVSMC-0021,hVSMC-0242,38
hVSMC-0021,hVSMC-0238,36
hVSMC-0021,hVSMC-0204,36
hVSMC-0021,hVSMC-0203,22
hVSMC-0021,hVSMC-0202,34
hVSMC-0021,hVSMC-0201,8
hVSMC-0021,hVSMC-0199,0
hVSMC-0021,hVSMC-0191,30
hVSMC-0021,hVSMC-0182,36
hVSMC-0021,hVSMC-0176,36
hVSMC-0021,hVSMC-0163,36
hVSMC-0021,hVSMC-0160,14
hVSMC-0021,hVSMC-0156,36
hVSMC-0021,hVSMC-0152,8
hVSMC-0021,hVSMC-0148,14
hVSMC-0021,hVSMC-0146,36
hVSMC-0021,hVSMC-0145,14
hVSMC-0021,hVSMC-0141,36
hVSMC-0021,hVSMC-0137,8
hVSMC-0021,hVSMC-0133,6
hVSMC-0021,hVSMC-0131,8
hVSMC-0021,hVSMC-0123,38
hVSMC-0021,hVSMC-0121,36
hVSMC-0021,hVSMC-0111,8
hVSMC-0021,hVSMC-0110,36
hVSMC-0021,hVSMC-0107,18
hVSMC-0021,hVSMC-0103,34
hVSMC-0021,hVSMC-0101,30
hVSMC-0021,hVSMC-0097,36
hVSMC-0021,hVSMC-0090,38
hVSMC-0021,hVSMC-0089,36
hVSMC-0021,hVSMC-0088,9
hVSMC-0021,hVSMC-0086,20
hVSMC-0021,hVSMC-0083,16
hVSMC-0021,hVSMC-0082,36
hVSMC-0021,hVSMC-0077,38
hVSMC-0021,hVSMC-0076,16
hVSMC-0021,hVSMC-0074,7
hVSMC-0021,hVSMC-0073,34
hVSMC-0021,hVSMC-0072,16
hVSMC-0021,hVSMC-0070,34
hVSMC-0021,hVSMC-0068,38
hVSMC-0021,hVSMC-0067,22
hVSMC-0021,hVSMC-0065,34
hVSMC-0021,hVSMC-0064,36
hVSMC-0021,hVSMC-0061,37
hVSMC-0021,hVSMC-0060,36
hVSMC-0021,hVSMC-0058,36
hVSMC-0021,hVSMC-0056,0
hVSMC-0021,hVSMC-0055,42
hVSMC-0021,hVSMC-0053,8
hVSMC-0021,hVSMC-0052,36
hVSMC-0021,hVSMC-0051,17
hVSMC-0021,hVSMC-0046,14
hVSMC-0021,hVSMC-0044,38
hVSMC-0021,hVSMC-0042,37
hVSMC-0021,hVSMC-0041,7
hVSMC-0021,hVSMC-0040,21
hVSMC-0021,hVSMC-0038,14
hVSMC-0021,hVSMC-0035,36
hVSMC-0021,hVSMC-0031,38
hVSMC-0021,hVSMC-0030,36
hVSMC-0021,hVSMC-0028,38
hVSMC-0021,hVSMC-0026,36
hVSMC-0021,hVSMC-0025,14
hVSMC-0021,hVSMC-0024,36
hVSMC-0021,hVSMC-0022,7
hVSMC-0019,hVSMC-1995,22
hVSMC-0019,hVSMC-1303,33
hVSMC-0019,hVSMC-1100,28
hVSMC-0019,hVSMC-0970,31
hVSMC-0019,hVSMC-0946,37
hVSMC-0019,hVSMC-0773,11
hVSMC-0019,hVSMC-0725,31
hVSMC-0019,hVSMC-0668,22
hVSMC-0019,hVSMC-0400,36
hVSMC-0019,hVSMC-0383,4
hVSMC-0019,hVSMC-0372,20
hVSMC-0019,hVSMC-0328,22
hVSMC-0019,hVSMC-0327,24
hVSMC-0019,hVSMC-0312,20
hVSMC-0019,hVSMC-0296,26
hVSMC-0019,hVSMC-0272,34
hVSMC-0019,hVSMC-0249,22
hVSMC-0019,hVSMC-0242,24
hVSMC-0019,hVSMC-0238,24
hVSMC-0019,hVSMC-0204,20
hVSMC-0019,hVSMC-0203,26
hVSMC-0019,hVSMC-0202,24
hVSMC-0019,hVSMC-0201,36
hVSMC-0019,hVSMC-0199,30
hVSMC-0019,hVSMC-0191,4
hVSMC-0019,hVSMC-0182,20
hVSMC-0019,hVSMC-0176,22
hVSMC-0019,hVSMC-0163,22
hVSMC-0019,hVSMC-0160,32
hVSMC-0019,hVSMC-0156,20
hVSMC-0019,hVSMC-0152,36
hVSMC-0019,hVSMC-0148,36
hVSMC-0019,hVSMC-0146,24
hVSMC-0019,hVSMC-0145,36
hVSMC-0019,hVSMC-0141,22
hVSMC-0019,hVSMC-0137,36
hVSMC-0019,hVSMC-0133,32
hVSMC-0019,hVSMC-0131,34
hVSMC-0019,hVSMC-0123,22
hVSMC-0019,hVSMC-0121,24
hVSMC-0019,hVSMC-0111,34
hVSMC-0019,hVSMC-0110,24
hVSMC-0019,hVSMC-0107,34
hVSMC-0019,hVSMC-0103,22
hVSMC-0019,hVSMC-0101,0
hVSMC-0019,hVSMC-0097,18
hVSMC-0019,hVSMC-0090,22
hVSMC-0019,hVSMC-0089,24
hVSMC-0019,hVSMC-0088,37
hVSMC-0019,hVSMC-0086,38
hVSMC-0019,hVSMC-0083,36
hVSMC-0019,hVSMC-0082,20
hVSMC-0019,hVSMC-0077,22
hVSMC-0019,hVSMC-0076,36
hVSMC-0019,hVSMC-0074,35
hVSMC-0019,hVSMC-0073,24
hVSMC-0019,hVSMC-0072,34
hVSMC-0019,hVSMC-0070,22
hVSMC-0019,hVSMC-0068,20
hVSMC-0019,hVSMC-0067,26
hVSMC-0019,hVSMC-0065,4
hVSMC-0019,hVSMC-0064,22
hVSMC-0019,hVSMC-0061,23
hVSMC-0019,hVSMC-0060,22
hVSMC-0019,hVSMC-0058,22
hVSMC-0019,hVSMC-0056,30
hVSMC-0019,hVSMC-0055,26
hVSMC-0019,hVSMC-0053,36
hVSMC-0019,hVSMC-0052,22
hVSMC-0019,hVSMC-0051,37
hVSMC-0019,hVSMC-0046,36
hVSMC-0019,hVSMC-0044,22
hVSMC-0019,hVSMC-0042,21
hVSMC-0019,hVSMC-0041,31
hVSMC-0019,hVSMC-0040,29
hVSMC-0019,hVSMC-0038,36
hVSMC-0019,hVSMC-0035,18
hVSMC-0019,hVSMC-0031,20
hVSMC-0019,hVSMC-0030,24
hVSMC-0019,hVSMC-0028,22
hVSMC-0019,hVSMC-0026,22
hVSMC-0019,hVSMC-0025,36
hVSMC-0019,hVSMC-0024,24
hVSMC-0019,hVSMC-0022,31
hVSMC-0019,hVSMC-0021,30
hVSMC-0017,hVSMC-1995,13
hVSMC-0017,hVSMC-1303,28
hVSMC-0017,hVSMC-1100,17
hVSMC-0017,hVSMC-0970,32
hVSMC-0017,hVSMC-0946,30
hVSMC-0017,hVSMC-0773,26
hVSMC-0017,hVSMC-0725,28
hVSMC-0017,hVSMC-0668,13
hVSMC-0017,hVSMC-0400,37
hVSMC-0017,hVSMC-0383,19
hVSMC-0017,hVSMC-0372,9
hVSMC-0017,hVSMC-0328,9
hVSMC-0017,hVSMC-0327,11
hVSMC-0017,hVSMC-0312,5
hVSMC-0017,hVSMC-0296,27
hVSMC-0017,hVSMC-0272,41
hVSMC-0017,hVSMC-0249,7
hVSMC-0017,hVSMC-0242,11
hVSMC-0017,hVSMC-0238,7
hVSMC-0017,hVSMC-0204,3
hVSMC-0017,hVSMC-0203,23
hVSMC-0017,hVSMC-0202,11
hVSMC-0017,hVSMC-0201,41
